"path"	"group"	"extension"	"bytes"	"loc"	"nonblank"
"src-tauri/src/video/mf_attrs.rs"	"host_rust"	".rs"	"2541"	"69"	"63"
"src-tauri/src/video/mod.rs"	"host_rust"	".rs"	"12643"	"275"	"247"
"src-tauri/src/video/playable_cache.rs"	"host_rust"	".rs"	"12134"	"306"	"279"
"src-tauri/src/video/playback_orchestrator.rs"	"host_rust"	".rs"	"45691"	"1026"	"977"
"src-tauri/src/video/playback_policy.rs"	"host_rust"	".rs"	"15058"	"382"	"351"
"src-tauri/src/video/worker_backend.rs"	"host_rust"	".rs"	"24278"	"560"	"522"
"src-tauri/src/video/worker_service.rs"	"host_rust"	".rs"	"26761"	"648"	"608"
"src-tauri/src/video/worker_service/runner.rs"	"host_rust"	".rs"	"7445"	"180"	"165"
"src-tauri/src/video/worker_service/tests.rs"	"standalone_tests"	".rs"	"17874"	"510"	"477"
"src-tauri/src/video/worker_service/types.rs"	"host_rust"	".rs"	"13902"	"338"	"318"
"src-tauri/src/viewer_color/mod.rs"	"host_rust"	".rs"	"2817"	"49"	"44"
"src-tauri/src/viewer_color/render.rs"	"host_rust"	".rs"	"17096"	"420"	"383"
"src-tauri/src/viewer_color/target.rs"	"host_rust"	".rs"	"8171"	"186"	"169"
"src-tauri/src/window_material.rs"	"host_rust"	".rs"	"4046"	"81"	"71"
"src-tauri/tauri.acceptance.conf.json"	"configuration"	".json"	"331"	"15"	"15"
"src-tauri/tauri.conf.json"	"configuration"	".json"	"2261"	"63"	"62"
"src-tauri/tauri.direct-release.conf.json"	"configuration"	".json"	"435"	"14"	"14"
"src-tauri/tauri.perf.conf.json"	"configuration"	".json"	"436"	"4"	"4"
"src-tauri/tests/golden/worker_e2e_vectors.json"	"configuration"	".json"	"115234"	"5904"	"5904"
"src/App.vue"	"frontend"	".vue"	"23276"	"454"	"406"
"src/assets/styles/animations.css"	"frontend"	".css"	"3871"	"133"	"123"
"src/assets/styles/glass.css"	"frontend"	".css"	"9631"	"239"	"235"
"src/assets/styles/index.css"	"frontend"	".css"	"18003"	"618"	"576"
"src/assets/styles/material.css"	"frontend"	".css"	"3028"	"62"	"57"
"src/assets/styles/reset.css"	"frontend"	".css"	"2330"	"100"	"89"
"src/assets/styles/themes/fresh-dark.css"	"frontend"	".css"	"4251"	"80"	"67"
"src/assets/styles/themes/fresh-light.css"	"frontend"	".css"	"3922"	"80"	"67"
"src/assets/styles/themes/minimal-dark.css"	"frontend"	".css"	"4255"	"80"	"67"
"src/assets/styles/themes/minimal-light.css"	"frontend"	".css"	"3978"	"80"	"67"
"src/assets/styles/themes/tech-dark.css"	"frontend"	".css"	"4252"	"80"	"67"
"src/assets/styles/themes/tech-light.css"	"frontend"	".css"	"3930"	"80"	"67"
"src/assets/styles/variables.css"	"frontend"	".css"	"6090"	"139"	"117"
"src/assets/vue.svg"	"other"	".svg"	"496"	"1"	"1"
"src/commands/builtins/global.ts"	"frontend"	".ts"	"3695"	"86"	"83"
"src/commands/builtins/grid.ts"	"frontend"	".ts"	"2349"	"57"	"54"
"src/commands/builtins/viewer-audio.spec.ts"	"standalone_tests"	".ts"	"2292"	"68"	"61"
"src/commands/builtins/viewer-audio.ts"	"frontend"	".ts"	"1710"	"49"	"45"
"src/commands/builtins/viewer-image.spec.ts"	"standalone_tests"	".ts"	"5129"	"132"	"124"
"src/commands/builtins/viewer-image.ts"	"frontend"	".ts"	"4008"	"137"	"132"
"src/commands/builtins/viewer-reader.spec.ts"	"standalone_tests"	".ts"	"2605"	"70"	"66"
"src/commands/builtins/viewer-reader.ts"	"frontend"	".ts"	"2098"	"59"	"55"
"src/commands/builtins/viewer-video.spec.ts"	"standalone_tests"	".ts"	"5503"	"148"	"129"
"src/commands/builtins/viewer-video.ts"	"frontend"	".ts"	"4343"	"145"	"141"
"src/commands/context.ts"	"frontend"	".ts"	"1200"	"30"	"27"
"src/commands/contextMenu.spec.ts"	"standalone_tests"	".ts"	"2679"	"62"	"54"
"src/commands/contextMenu.ts"	"frontend"	".ts"	"1662"	"29"	"26"
"src/commands/index.ts"	"frontend"	".ts"	"1540"	"30"	"26"
"src/commands/keybinding.spec.ts"	"standalone_tests"	".ts"	"6390"	"171"	"159"
"src/commands/keybinding.ts"	"frontend"	".ts"	"4633"	"106"	"101"
"src/commands/registry.spec.ts"	"standalone_tests"	".ts"	"4052"	"121"	"111"
"src/commands/registry.ts"	"frontend"	".ts"	"3717"	"94"	"77"
"src/commands/types.ts"	"frontend"	".ts"	"5794"	"105"	"98"
"src/components/common/CloseConfirmDialog.vue"	"frontend"	".vue"	"3015"	"88"	"79"
"src/components/common/ColorLabelPicker.vue"	"frontend"	".vue"	"2799"	"89"	"82"
"src/components/common/ConfirmDialog.vue"	"frontend"	".vue"	"4263"	"120"	"111"
"src/components/common/ContextMenu.vue"	"frontend"	".vue"	"2367"	"101"	"90"
"src/components/common/FaceAvatar.vue"	"frontend"	".vue"	"2313"	"71"	"66"
"src/components/common/FolderCreateDialog.vue"	"frontend"	".vue"	"5248"	"167"	"151"
"src/components/common/FolderTreeSelectorDialog.vue"	"frontend"	".vue"	"8430"	"294"	"261"
"src/components/common/OnboardingWizard.vue"	"frontend"	".vue"	"12476"	"419"	"372"
"src/components/common/StarRating.vue"	"frontend"	".vue"	"3195"	"104"	"96"
"src/components/common/ToastContainer.vue"	"frontend"	".vue"	"5135"	"184"	"178"
"src/components/common/UserGuide.vue"	"frontend"	".vue"	"7970"	"294"	"264"
"src/components/devtools/PerformancePanel.vue"	"frontend"	".vue"	"16730"	"552"	"495"
"src/components/doc/BookReader.vue"	"frontend"	".vue"	"33329"	"737"	"699"
"src/components/doc/BookmarkPanel.vue"	"frontend"	".vue"	"4524"	"173"	"164"
"src/components/doc/MarkdownEditorDocumentModule.vue"	"frontend"	".vue"	"11923"	"448"	"390"
"src/components/doc/PdfReader.vue"	"frontend"	".vue"	"6213"	"201"	"185"
"src/components/doc/ProofreadPanel.vue"	"frontend"	".vue"	"10641"	"373"	"349"
"src/components/doc/ReaderSettingsGroup.vue"	"frontend"	".vue"	"3315"	"112"	"105"
"src/components/doc/ReaderSettingsPanel.vue"	"frontend"	".vue"	"25504"	"705"	"660"
"src/components/doc/ReplacementPanel.vue"	"frontend"	".vue"	"9096"	"324"	"308"
"src/components/doc/SearchPanel.vue"	"frontend"	".vue"	"5909"	"199"	"185"
"src/components/doc/TocPanel.vue"	"frontend"	".vue"	"3203"	"131"	"121"
"src/components/doc/VditorDocumentModule.vue"	"frontend"	".vue"	"1101"	"60"	"52"
"src/components/doc/VersionPanel.vue"	"frontend"	".vue"	"8761"	"322"	"301"
"src/components/enhance/BeforeAfterSlider.vue"	"frontend"	".vue"	"3348"	"128"	"120"
"src/components/enhance/EnhanceDialog.vue"	"frontend"	".vue"	"18852"	"518"	"486"
"src/components/enhance/EnhanceQueuePanel.vue"	"frontend"	".vue"	"6143"	"206"	"199"
"src/components/exotic/ExoticActivateDialog.vue"	"frontend"	".vue"	"5448"	"161"	"147"
"src/components/exotic/PluginGate.vue"	"frontend"	".vue"	"8226"	"256"	"234"
"src/components/layout/AppShell.vue"	"frontend"	".vue"	"22974"	"537"	"498"
"src/components/layout/AppStatusBar.vue"	"frontend"	".vue"	"9646"	"282"	"272"
"src/components/layout/AppToolbar.spec.ts"	"standalone_tests"	".ts"	"3856"	"105"	"96"
"src/components/layout/AppToolbar.vue"	"frontend"	".vue"	"36448"	"889"	"835"
"src/components/layout/BackgroundFileJobIndicator.vue"	"frontend"	".vue"	"7211"	"240"	"222"
"src/components/layout/ContextualToolbar.vue"	"frontend"	".vue"	"4595"	"112"	"103"
"src/components/layout/FormatFilterPopover.vue"	"frontend"	".vue"	"8123"	"248"	"229"
"src/components/layout/GalleryFilterChips.vue"	"frontend"	".vue"	"24724"	"642"	"604"
"src/components/layout/GalleryViewControls.spec.ts"	"standalone_tests"	".ts"	"3648"	"102"	"91"
"src/components/layout/GalleryViewControls.vue"	"frontend"	".vue"	"17627"	"475"	"447"
"src/components/layout/ScanProgressIndicator.vue"	"frontend"	".vue"	"1919"	"73"	"65"
"src/components/layout/StatusBarFileInfo.vue"	"frontend"	".vue"	"9896"	"299"	"285"
"src/components/layout/TitlebarBrand.vue"	"frontend"	".vue"	"1167"	"36"	"34"
"src/components/layout/WindowChrome.vue"	"frontend"	".vue"	"8159"	"197"	"177"
"src/components/layout/filterChips.descriptors.spec.ts"	"standalone_tests"	".ts"	"9285"	"194"	"177"
"src/components/layout/filterChips.descriptors.ts"	"frontend"	".ts"	"11443"	"230"	"219"
"src/components/layout/formatFilter.helpers.spec.ts"	"standalone_tests"	".ts"	"9621"	"223"	"194"
"src/components/layout/formatFilter.helpers.ts"	"frontend"	".ts"	"7239"	"160"	"148"
"src/components/layout/statusBarFileInfo.helpers.spec.ts"	"standalone_tests"	".ts"	"2116"	"56"	"49"
"src/components/layout/statusBarFileInfo.helpers.ts"	"frontend"	".ts"	"1786"	"44"	"41"
"src/components/logwindow/LogHistogramChart.vue"	"frontend"	".vue"	"5835"	"177"	"165"
"src/components/logwindow/LogRow.vue"	"frontend"	".vue"	"3328"	"114"	"102"
"src/components/logwindow/LogVirtualList.vue"	"frontend"	".vue"	"4305"	"141"	"126"
"src/components/media/ContentViewer.styles.css"	"frontend"	".css"	"12621"	"418"	"404"
"src/components/media/ContentViewer.vue"	"frontend"	".vue"	"51496"	"1167"	"1083"
"src/components/media/CropperSelectionOverlay.spec.ts"	"standalone_tests"	".ts"	"974"	"19"	"16"
"src/components/media/CropperSelectionOverlay.vue"	"frontend"	".vue"	"3717"	"116"	"100"
"src/components/media/DocThumbRenderer.vue"	"frontend"	".vue"	"8653"	"192"	"176"
"src/components/media/DuplicateLensStatusBar.vue"	"frontend"	".vue"	"3697"	"102"	"93"
"src/components/media/EditOverlay.vue"	"frontend"	".vue"	"18626"	"566"	"532"
"src/components/media/ExportDialog.vue"	"frontend"	".vue"	"9945"	"273"	"251"
"src/components/media/FaceApprovalPanel.vue"	"frontend"	".vue"	"16275"	"523"	"496"
"src/components/media/GalleryRouteLayer.vue"	"frontend"	".vue"	"468"	"16"	"13"
"src/components/media/MediaGrid.styles.css"	"frontend"	".css"	"19321"	"626"	"577"
"src/components/media/MediaGrid.vue"	"frontend"	".vue"	"67805"	"1533"	"1408"
"src/components/media/MediaGridCanvas.hover.spec.ts"	"standalone_tests"	".ts"	"1141"	"40"	"38"
"src/components/media/MediaGridCanvas.styles.css"	"frontend"	".css"	"6689"	"144"	"143"
"src/components/media/MediaGridCanvas.vue"	"frontend"	".vue"	"28259"	"644"	"619"
"src/components/media/MediaGridRow.vue"	"frontend"	".vue"	"11272"	"230"	"226"
"src/components/media/MediaScrollbar.vue"	"frontend"	".vue"	"11056"	"291"	"265"
"src/components/media/MediaThumb.vue"	"frontend"	".vue"	"36444"	"1024"	"966"
"src/components/media/MediaThumbCompact.vue"	"frontend"	".vue"	"6637"	"216"	"199"
"src/components/media/MinimapAxis.vue"	"frontend"	".vue"	"19637"	"534"	"490"
"src/components/media/OcrResultPanel.vue"	"frontend"	".vue"	"4394"	"137"	"134"
"src/components/media/SelectionActions.spec.ts"	"standalone_tests"	".ts"	"5736"	"141"	"124"
"src/components/media/SelectionActions.vue"	"frontend"	".vue"	"21027"	"485"	"457"
"src/components/media/SelectionToolbar.spec.ts"	"standalone_tests"	".ts"	"2663"	"68"	"57"
"src/components/media/SelectionToolbar.vue"	"frontend"	".vue"	"10896"	"272"	"249"
"src/components/media/SemanticSearchPanel.vue"	"frontend"	".vue"	"19354"	"673"	"607"
"src/components/media/TimelineScrubber.vue"	"frontend"	".vue"	"25807"	"641"	"606"
"src/components/media/TimelineScrubberCanvas.vue"	"frontend"	".vue"	"44622"	"1080"	"1029"
"src/components/media/ViewerColorMenu.vue"	"frontend"	".vue"	"5360"	"169"	"159"
"src/components/media/canvasThumbState.spec.ts"	"standalone_tests"	".ts"	"9759"	"275"	"246"
"src/components/media/canvasThumbState.ts"	"frontend"	".ts"	"8454"	"197"	"186"
"src/components/media/cropperCoordinates.ts"	"frontend"	".ts"	"577"	"23"	"21"
"src/components/media/duplicateLensStatus.spec.ts"	"standalone_tests"	".ts"	"5624"	"162"	"148"
"src/components/media/duplicateLensStatus.ts"	"frontend"	".ts"	"6525"	"177"	"167"
"src/components/media/lensSeparator.spec.ts"	"standalone_tests"	".ts"	"6964"	"179"	"162"
"src/components/media/lensSeparator.ts"	"frontend"	".ts"	"7496"	"191"	"170"
"src/components/media/mediaGrid.helpers.spec.ts"	"standalone_tests"	".ts"	"17284"	"429"	"385"
"src/components/media/mediaGrid.helpers.ts"	"frontend"	".ts"	"15616"	"368"	"340"
"src/components/media/mediaGridCanvas.cellRenderer.ts"	"frontend"	".ts"	"12269"	"254"	"238"
"src/components/media/mediaGridCanvas.helpers.spec.ts"	"standalone_tests"	".ts"	"24001"	"603"	"565"
"src/components/media/mediaGridCanvas.helpers.ts"	"frontend"	".ts"	"21070"	"591"	"540"
"src/components/media/mediaGridCanvas.infoOverlay.ts"	"frontend"	".ts"	"5939"	"143"	"134"
"src/components/media/mediaGridCanvas.painters.ts"	"frontend"	".ts"	"15760"	"435"	"417"
"src/components/media/mediaGridCanvas.palette.ts"	"frontend"	".ts"	"5366"	"113"	"109"
"src/components/media/mediaScrollbar.helpers.spec.ts"	"standalone_tests"	".ts"	"3079"	"75"	"65"
"src/components/media/mediaScrollbar.helpers.ts"	"frontend"	".ts"	"2610"	"59"	"55"
"src/components/media/minimapAxis.helpers.spec.ts"	"standalone_tests"	".ts"	"6956"	"164"	"148"
"src/components/media/minimapAxis.helpers.ts"	"frontend"	".ts"	"7857"	"205"	"189"
"src/components/media/player/VideoControlBar.vue"	"frontend"	".vue"	"6897"	"209"	"202"
"src/components/media/player/VideoDiagnostics.vue"	"frontend"	".vue"	"5024"	"132"	"125"
"src/components/media/player/VideoPlayer.vue"	"frontend"	".vue"	"20474"	"538"	"512"
"src/components/media/player/VideoPreparingOverlay.vue"	"frontend"	".vue"	"10050"	"296"	"276"
"src/components/media/player/VideoRateMenu.vue"	"frontend"	".vue"	"2933"	"105"	"96"
"src/components/media/player/VideoSeekBar.vue"	"frontend"	".vue"	"8294"	"247"	"233"
"src/components/media/player/VideoSubtitleMenu.vue"	"frontend"	".vue"	"4335"	"143"	"136"
"src/components/media/player/VideoVolumeControl.vue"	"frontend"	".vue"	"2409"	"88"	"79"
"src/components/media/timelineScrubber.helpers.spec.ts"	"standalone_tests"	".ts"	"21778"	"563"	"515"
"src/components/media/timelineScrubber.helpers.ts"	"frontend"	".ts"	"20037"	"459"	"439"
"src/components/media/useDuplicateLensStatus.spec.ts"	"standalone_tests"	".ts"	"2320"	"74"	"66"
"src/components/media/useDuplicateLensStatus.ts"	"frontend"	".ts"	"3679"	"94"	"86"
"src/components/settings/BackupSection.vue"	"frontend"	".vue"	"16973"	"571"	"536"
"src/components/settings/CollapsibleCard.vue"	"frontend"	".vue"	"3673"	"118"	"110"
"src/components/settings/DynamicSettingControl.vue"	"frontend"	".vue"	"23370"	"644"	"600"
"src/components/settings/EnhanceSettingsSection.vue"	"frontend"	".vue"	"9012"	"291"	"277"
"src/components/settings/FaceModelLibrary.vue"	"frontend"	".vue"	"7760"	"244"	"234"
"src/components/settings/KnownVolumesSection.vue"	"frontend"	".vue"	"6967"	"251"	"233"
"src/components/settings/ModelLibrary.vue"	"frontend"	".vue"	"16657"	"518"	"485"
"src/components/settings/NetworkStorageSection.vue"	"frontend"	".vue"	"10382"	"356"	"334"
"src/components/settings/OcrModelSection.vue"	"frontend"	".vue"	"9070"	"295"	"280"
"src/components/settings/ReaderSettingsSection.vue"	"frontend"	".vue"	"7032"	"202"	"190"
"src/components/settings/RestoreWizard.vue"	"frontend"	".vue"	"10586"	"360"	"341"
"src/components/settings/RootFolderVisibilitySection.vue"	"frontend"	".vue"	"4563"	"146"	"135"
"src/components/settings/SettingRow.vue"	"frontend"	".vue"	"2945"	"82"	"76"
"src/components/settings/ThemePicker.vue"	"frontend"	".vue"	"7437"	"287"	"255"
"src/components/sidebar/AccordionSection.vue"	"frontend"	".vue"	"12727"	"301"	"283"
"src/components/sidebar/AppSidebar.vue"	"frontend"	".vue"	"4437"	"108"	"98"
"src/components/sidebar/SidebarFooter.vue"	"frontend"	".vue"	"1705"	"52"	"48"
"src/components/sidebar/accordion.helpers.spec.ts"	"standalone_tests"	".ts"	"4372"	"86"	"72"
"src/components/sidebar/accordion.helpers.ts"	"frontend"	".ts"	"3897"	"72"	"70"
"src/components/sidebar/alignment-grid.contract.spec.ts"	"standalone_tests"	".ts"	"5003"	"87"	"78"
"src/components/sidebar/sections/DirectoryMoveRecoveryList.spec.ts"	"standalone_tests"	".ts"	"3770"	"96"	"82"
"src/components/sidebar/sections/DirectoryMoveRecoveryList.vue"	"frontend"	".vue"	"3953"	"129"	"126"
"src/components/sidebar/sections/FilePreviewDialog.vue"	"frontend"	".vue"	"5225"	"149"	"136"
"src/components/sidebar/sections/FoldersSection.styles.css"	"frontend"	".css"	"12899"	"412"	"403"
"src/components/sidebar/sections/FoldersSection.vue"	"frontend"	".vue"	"30970"	"733"	"688"
"src/components/sidebar/sections/LibrarySection.vue"	"frontend"	".vue"	"6616"	"213"	"198"
"src/components/sidebar/sections/ManagementSection.spec.ts"	"standalone_tests"	".ts"	"4666"	"100"	"88"
"src/components/sidebar/sections/ManagementSection.vue"	"frontend"	".vue"	"12216"	"331"	"316"
"src/components/sidebar/sections/ToolsSection.vue"	"frontend"	".vue"	"31111"	"831"	"784"
"src/components/sidebar/sections/folderTree.helpers.spec.ts"	"standalone_tests"	".ts"	"25344"	"591"	"506"
"src/components/sidebar/sections/folderTree.helpers.ts"	"frontend"	".ts"	"22359"	"461"	"433"
"src/components/sidebar/sections/treeCategoryMenu.helpers.spec.ts"	"standalone_tests"	".ts"	"1029"	"35"	"31"
"src/components/sidebar/sections/treeCategoryMenu.helpers.ts"	"frontend"	".ts"	"1216"	"35"	"32"
"src/components/ui/UiButton.spec.ts"	"standalone_tests"	".ts"	"2058"	"60"	"50"
"src/components/ui/UiButton.vue"	"frontend"	".vue"	"2810"	"95"	"87"
"src/components/ui/UiCheckbox.spec.ts"	"standalone_tests"	".ts"	"2663"	"60"	"51"
"src/components/ui/UiCheckbox.vue"	"frontend"	".vue"	"2472"	"66"	"62"
"src/components/ui/UiDialog.spec.ts"	"standalone_tests"	".ts"	"4651"	"104"	"87"
"src/components/ui/UiDialog.vue"	"frontend"	".vue"	"8148"	"216"	"198"
"src/components/ui/UiEmptyState.spec.ts"	"standalone_tests"	".ts"	"3067"	"59"	"52"
"src/components/ui/UiEmptyState.vue"	"frontend"	".vue"	"1910"	"54"	"48"
"src/components/ui/UiField.spec.ts"	"standalone_tests"	".ts"	"3350"	"82"	"72"
"src/components/ui/UiField.vue"	"frontend"	".vue"	"5213"	"138"	"130"
"src/components/ui/UiIconButton.spec.ts"	"standalone_tests"	".ts"	"1834"	"50"	"41"
"src/components/ui/UiIconButton.vue"	"frontend"	".vue"	"2488"	"84"	"76"
"src/components/ui/UiPopover.spec.ts"	"standalone_tests"	".ts"	"2447"	"52"	"45"
"src/components/ui/UiPopover.vue"	"frontend"	".vue"	"7419"	"141"	"130"
"src/components/ui/UiSelect.spec.ts"	"standalone_tests"	".ts"	"2792"	"65"	"57"
"src/components/ui/UiSelect.vue"	"frontend"	".vue"	"2113"	"73"	"64"
"src/components/ui/UiToggle.spec.ts"	"standalone_tests"	".ts"	"2254"	"49"	"42"
"src/components/ui/UiToggle.vue"	"frontend"	".vue"	"1503"	"46"	"41"
"src/composables/__tests__/useOcr.spec.ts"	"standalone_tests"	".ts"	"9282"	"258"	"237"
"src/composables/adjustFormula.spec.ts"	"standalone_tests"	".ts"	"1706"	"43"	"40"
"src/composables/adjustFormula.ts"	"frontend"	".ts"	"3214"	"90"	"81"
"src/composables/cardPointerAction.spec.ts"	"standalone_tests"	".ts"	"5149"	"93"	"74"
"src/composables/cardPointerAction.ts"	"frontend"	".ts"	"3430"	"70"	"65"
"src/composables/folderTreeAdapter.spec.ts"	"standalone_tests"	".ts"	"7196"	"165"	"148"
"src/composables/folderTreeAdapter.ts"	"frontend"	".ts"	"4451"	"91"	"87"
"src/composables/galleryLayoutSource.ts"	"frontend"	".ts"	"3723"	"74"	"70"
"src/composables/galleryPerfProbe.helpers.spec.ts"	"standalone_tests"	".ts"	"2032"	"50"	"43"
"src/composables/galleryPerfProbe.helpers.ts"	"frontend"	".ts"	"2023"	"52"	"46"
"src/composables/player/usePlayerPrefs.ts"	"frontend"	".ts"	"2155"	"59"	"51"
"src/composables/player/useSeekbarPreview.ts"	"frontend"	".ts"	"4273"	"106"	"96"
"src/composables/player/useVideoFrameCapture.ts"	"frontend"	".ts"	"4593"	"116"	"106"
"src/composables/player/useVideoFullscreen.ts"	"frontend"	".ts"	"3377"	"72"	"64"
"src/composables/player/useVideoPlayback.spec.ts"	"standalone_tests"	".ts"	"2449"	"90"	"75"
"src/composables/player/useVideoPlayback.ts"	"frontend"	".ts"	"11219"	"341"	"326"
"src/composables/player/useVideoResume.spec.ts"	"standalone_tests"	".ts"	"2001"	"52"	"42"
"src/composables/player/useVideoResume.ts"	"frontend"	".ts"	"5366"	"139"	"124"
"src/composables/player/useVideoSource.ts"	"frontend"	".ts"	"13151"	"313"	"293"
"src/composables/player/useVideoSubtitles.ts"	"frontend"	".ts"	"6429"	"179"	"160"
"src/composables/reader/readerApiTypes.ts"	"frontend"	".ts"	"1064"	"18"	"17"
"src/composables/reader/useBookSearch.spec.ts"	"standalone_tests"	".ts"	"4763"	"114"	"92"
"src/composables/reader/useBookSearch.ts"	"frontend"	".ts"	"3264"	"95"	"90"
"src/composables/reader/useDocActiveViewerSync.ts"	"frontend"	".ts"	"3775"	"81"	"77"
"src/composables/reader/useDocEditVersion.ts"	"frontend"	".ts"	"3522"	"105"	"98"
"src/composables/reader/useDocImmersive.ts"	"frontend"	".ts"	"2451"	"53"	"48"
"src/composables/reader/useReaderBookPrefs.spec.ts"	"standalone_tests"	".ts"	"5019"	"131"	"114"
"src/composables/reader/useReaderBookPrefs.ts"	"frontend"	".ts"	"5013"	"114"	"108"
"src/composables/reader/useReaderBookmarks.ts"	"frontend"	".ts"	"2741"	"90"	"86"
"src/composables/reader/useReaderNav.ts"	"frontend"	".ts"	"1966"	"58"	"54"
"src/composables/reader/useReaderPanels.spec.ts"	"standalone_tests"	".ts"	"2834"	"62"	"54"
"src/composables/reader/useReaderPanels.ts"	"frontend"	".ts"	"1073"	"23"	"20"
"src/composables/reader/useReaderProgress.spec.ts"	"standalone_tests"	".ts"	"3477"	"84"	"75"
"src/composables/reader/useReaderProgress.ts"	"frontend"	".ts"	"1493"	"38"	"33"
"src/composables/reader/useReaderTypography.spec.ts"	"standalone_tests"	".ts"	"3937"	"110"	"100"
"src/composables/reader/useReaderTypography.ts"	"frontend"	".ts"	"10882"	"236"	"230"
"src/composables/selection/classicMode.spec.ts"	"standalone_tests"	".ts"	"5230"	"131"	"119"
"src/composables/selection/classicMode.ts"	"frontend"	".ts"	"3390"	"78"	"69"
"src/composables/selection/registry.spec.ts"	"standalone_tests"	".ts"	"2826"	"72"	"65"
"src/composables/selection/registry.ts"	"frontend"	".ts"	"1639"	"38"	"32"
"src/composables/selection/sweep.spec.ts"	"standalone_tests"	".ts"	"2929"	"62"	"51"
"src/composables/selection/sweep.ts"	"frontend"	".ts"	"1454"	"28"	"27"
"src/composables/selection/types.spec.ts"	"standalone_tests"	".ts"	"2500"	"67"	"61"
"src/composables/selection/types.ts"	"frontend"	".ts"	"5948"	"104"	"92"
"src/composables/straightenGeometry.spec.ts"	"standalone_tests"	".ts"	"696"	"23"	"21"
"src/composables/straightenGeometry.ts"	"frontend"	".ts"	"1245"	"34"	"31"
"src/composables/useAdjustPreview.spec.ts"	"standalone_tests"	".ts"	"3535"	"102"	"90"
"src/composables/useAdjustPreview.ts"	"frontend"	".ts"	"4247"	"121"	"108"
"src/composables/useAnalysisController.spec.ts"	"standalone_tests"	".ts"	"19104"	"479"	"413"
"src/composables/useAnalysisController.ts"	"frontend"	".ts"	"17107"	"363"	"329"
"src/composables/useBucketVirtualScroll.spec.ts"	"standalone_tests"	".ts"	"28456"	"693"	"616"
"src/composables/useBucketVirtualScroll.ts"	"frontend"	".ts"	"32695"	"694"	"641"
"src/composables/useCanvasHitTest.ts"	"frontend"	".ts"	"3309"	"73"	"65"
"src/composables/useCanvasHoverCard.ts"	"frontend"	".ts"	"9896"	"233"	"215"
"src/composables/useCanvasThumbPipeline.spec.ts"	"standalone_tests"	".ts"	"21265"	"469"	"418"
"src/composables/useCanvasThumbPipeline.ts"	"frontend"	".ts"	"34328"	"734"	"688"
"src/composables/useChromeReveal.spec.ts"	"standalone_tests"	".ts"	"12564"	"281"	"247"
"src/composables/useChromeReveal.ts"	"frontend"	".ts"	"18696"	"375"	"341"
"src/composables/useCollectionToast.ts"	"frontend"	".ts"	"2154"	"57"	"50"
"src/composables/useConfigFile.ts"	"frontend"	".ts"	"6333"	"134"	"121"
"src/composables/useConfirm.spec.ts"	"standalone_tests"	".ts"	"1754"	"37"	"32"
"src/composables/useConfirm.ts"	"frontend"	".ts"	"3081"	"86"	"79"
"src/composables/useContentViewerContextMenu.ts"	"frontend"	".ts"	"4734"	"132"	"120"
"src/composables/useContentViewerFaces.spec.ts"	"standalone_tests"	".ts"	"2887"	"67"	"58"
"src/composables/useContentViewerFaces.ts"	"frontend"	".ts"	"4246"	"109"	"100"
"src/composables/useContentViewerKeyboard.ts"	"frontend"	".ts"	"4295"	"88"	"83"
"src/composables/useContentViewerPosterSource.ts"	"frontend"	".ts"	"4447"	"102"	"95"
"src/composables/useContentViewerPreload.spec.ts"	"standalone_tests"	".ts"	"7497"	"247"	"215"
"src/composables/useContentViewerPreload.ts"	"frontend"	".ts"	"10273"	"293"	"262"
"src/composables/useContentViewerQuickActions.spec.ts"	"standalone_tests"	".ts"	"3101"	"93"	"82"
"src/composables/useContentViewerQuickActions.ts"	"frontend"	".ts"	"4477"	"103"	"95"
"src/composables/useContentViewerRouteNav.spec.ts"	"standalone_tests"	".ts"	"5841"	"161"	"143"
"src/composables/useContentViewerRouteNav.ts"	"frontend"	".ts"	"3861"	"78"	"71"
"src/composables/useContentViewerZoomRotation.spec.ts"	"standalone_tests"	".ts"	"2978"	"63"	"56"
"src/composables/useContentViewerZoomRotation.ts"	"frontend"	".ts"	"5964"	"144"	"131"
"src/composables/useDerivationAutoStart.ts"	"frontend"	".ts"	"3875"	"81"	"73"
"src/composables/useEditPreview.spec.ts"	"standalone_tests"	".ts"	"1625"	"46"	"41"
"src/composables/useEditPreview.ts"	"frontend"	".ts"	"3782"	"125"	"113"
"src/composables/useEditingEntitlement.spec.ts"	"standalone_tests"	".ts"	"2152"	"59"	"52"
"src/composables/useEditingEntitlement.ts"	"frontend"	".ts"	"1897"	"58"	"49"
"src/composables/useExoticGate.spec.ts"	"standalone_tests"	".ts"	"7446"	"201"	"182"
"src/composables/useExoticGate.ts"	"frontend"	".ts"	"4891"	"119"	"107"
"src/composables/useExoticStore.spec.ts"	"standalone_tests"	".ts"	"8492"	"247"	"224"
"src/composables/useExoticStore.ts"	"frontend"	".ts"	"8293"	"240"	"212"
"src/composables/useExportEntries.spec.ts"	"standalone_tests"	".ts"	"4749"	"110"	"95"
"src/composables/useExportEntries.ts"	"frontend"	".ts"	"3663"	"71"	"65"
"src/composables/useFocusTrap.spec.ts"	"standalone_tests"	".ts"	"1047"	"29"	"24"
"src/composables/useFocusTrap.ts"	"frontend"	".ts"	"4536"	"102"	"92"
"src/composables/useFolderRootActions.ts"	"frontend"	".ts"	"11963"	"270"	"251"
